"Name","Live Bytes","Live Objects"
"org.springframework.data.projection.ProxyProjectionFactory$MapAccessingMethodInterceptorFactory[]","24 B (0%)","1 (0%)"
"org.hibernate.cfg.BaselineSessionEventsListenerBuilder","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.HttpProperties$Encoding$Type[]","24 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.web.configuration.WebSecurityConfigurerAdapter$LazyPasswordEncoder","24 B (0%)","1 (0%)"
"org.springframework.beans.propertyeditors.ZoneIdEditor","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.Argument$Binder[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.DefaultCall$Binder[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.orm.jpa.HibernateProperties$Naming","24 B (0%)","1 (0%)"
"com.zaxxer.hikari.pool.ProxyLeakTaskFactory","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.attribute.TypeAttributeAppender$ForInstrumentedType","24 B (0%)","1 (0%)"
"org.apache.catalina.core.StandardContext$ContextFilterMaps","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.FloatTypeDescriptor","24 B (0%)","1 (0%)"
"org.springframework.data.projection.ProxyProjectionFactory$MapAccessingMethodInterceptorFactory","24 B (0%)","1 (0%)"
"org.h2.store.fs.FilePathNioMem","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel","24 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.StandardMBeanSupport","24 B (0%)","1 (0%)"
"java.util.concurrent.CompletableFuture","24 B (0%)","1 (0%)"
"org.hibernate.tuple.entity.EntityMetamodel$GenerationStrategyPair","24 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.web.configurers.HeadersConfigurer$XXssConfig","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.MethodNameEqualityResolver","24 B (0%)","1 (0%)"
"com.sun.management.internal.OperatingSystemImpl","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.QueryParameterSetter$QueryMetadata","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.IntegerTypeDescriptor","24 B (0%)","1 (0%)"
"sun.management.CompilationImpl","24 B (0%)","1 (0%)"
"org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$Check[]","24 B (0%)","1 (0%)"
"org.h2.util.TempFileDeleter","24 B (0%)","1 (0%)"
"com.example.demo.service.SecurityServiceImpl","24 B (0%)","1 (0%)"
"org.springframework.data.repository.util.QueryExecutionConverters$IterableToStreamableConverter","24 B (0%)","1 (0%)"
"org.hibernate.event.spi.RefreshEventListener[]","24 B (0%)","1 (0%)"
"sun.util.locale.provider.DateFormatSymbolsProviderImpl","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.AllArguments$Binder[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Git","24 B (0%)","1 (0%)"
"java.lang.invoke.VarHandles$1","24 B (0%)","1 (0%)"
"org.springframework.web.method.support.CompositeUriComponentsContributor","24 B (0%)","1 (0%)"
"org.springframework.boot.web.server.ErrorPageRegistrarBeanPostProcessor","24 B (0%)","1 (0%)"
"org.springframework.data.geo.format.PointFormatter[]","24 B (0%)","1 (0%)"
"org.springframework.boot.DefaultApplicationArguments","24 B (0%)","1 (0%)"
"org.h2.util.TimeZoneProvider$Simple","24 B (0%)","1 (0%)"
"org.hibernate.event.spi.EvictEventListener[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.ParameterLengthResolver","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$View","24 B (0%)","1 (0%)"
"org.hibernate.event.spi.PostLoadEventListener[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ResourceProperties$Fixed","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.attribute.TypeAttributeAppender$ForInstrumentedType[]","24 B (0%)","1 (0%)"
"com.example.demo.service.UserService","24 B (0%)","1 (0%)"
"java.security.ProtectionDomain$JavaSecurityAccessImpl$1","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.ClassTypeDescriptor","24 B (0%)","1 (0%)"
"org.springframework.transaction.interceptor.BeanFactoryTransactionAttributeSourceAdvisor$1","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.assign.reference.GenericTypeAwareAssigner[]","24 B (0%)","1 (0%)"
"org.springframework.aop.target.EmptyTargetSource","24 B (0%)","1 (0%)"
"org.hibernate.jpa.event.internal.CallbackBuilderLegacyImpl","24 B (0%)","1 (0%)"
"ch.qos.logback.classic.util.LogbackMDCAdapter","24 B (0%)","1 (0%)"
"org.hibernate.boot.internal.IdGeneratorInterpreterImpl","24 B (0%)","1 (0%)"
"org.springframework.context.annotation.MBeanExportConfiguration$SpecificPlatform[]","24 B (0%)","1 (0%)"
"org.thymeleaf.linkbuilder.StandardLinkBuilder","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.assign.reference.GenericTypeAwareAssigner","24 B (0%)","1 (0%)"
"java.util.ResourceBundle$Control$CandidateListCache","24 B (0%)","1 (0%)"
"org.h2.expression.SequenceValue","24 B (0%)","1 (0%)"
"org.apache.catalina.startup.CatalinaBaseConfigurationSource","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.DeclaringTypeResolver[]","24 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.AutowireCandidateQualifier","24 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.web.configurers.HeadersConfigurer$HpkpConfig","24 B (0%)","1 (0%)"
"org.hibernate.dialect.Database$2","24 B (0%)","1 (0%)"
"org.hibernate.dialect.Database$1","24 B (0%)","1 (0%)"
"org.hibernate.dialect.Database$8","24 B (0%)","1 (0%)"
"org.hibernate.dialect.Database$7","24 B (0%)","1 (0%)"
"org.hibernate.dialect.Database$9","24 B (0%)","1 (0%)"
"org.hibernate.dialect.Database$4","24 B (0%)","1 (0%)"
"org.hibernate.dialect.Database$3","24 B (0%)","1 (0%)"
"org.hibernate.dialect.Database$6","24 B (0%)","1 (0%)"
"org.hibernate.dialect.Database$5","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.groovy.template.GroovyTemplateAvailabilityProvider","24 B (0%)","1 (0%)"
"net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$NoOp","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.StringQuery$ParameterBindingParser[]","24 B (0%)","1 (0%)"
"org.springframework.security.web.csrf.DefaultCsrfToken","24 B (0%)","1 (0%)"
"org.springframework.web.util.HtmlCharacterEntityReferences","24 B (0%)","1 (0%)"
"org.springframework.boot.web.client.RestTemplateBuilder$RequestFactoryCustomizer","24 B (0%)","1 (0%)"
"org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$MinFunction","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.StackManipulation$Trivial","24 B (0%)","1 (0%)"
"net.bytebuddy.description.method.MethodList$ForLoadedMethods","24 B (0%)","1 (0%)"
"org.apache.tomcat.util.descriptor.web.ErrorPage","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.ByteTypeDescriptor","24 B (0%)","1 (0%)"
"org.hibernate.internal.SessionFactoryRegistry","24 B (0%)","1 (0%)"
"sun.nio.cs.ThreadLocalCoders$1","24 B (0%)","1 (0%)"
"sun.nio.cs.ThreadLocalCoders$2","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.Super$Binder[]","24 B (0%)","1 (0%)"
"org.springframework.orm.hibernate5.SpringBeanContainer","24 B (0%)","1 (0%)"
"org.hibernate.tuple.GenerationTiming$1","24 B (0%)","1 (0%)"
"org.hibernate.tuple.GenerationTiming$3","24 B (0%)","1 (0%)"
"org.hibernate.tuple.GenerationTiming$2","24 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.authentication.builders.AuthenticationManagerBuilder[]","24 B (0%)","1 (0%)"
"java.util.Comparator$$Lambda$446.0x0000000800e28f48","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.jpa.JpaRepositoriesAutoConfiguration$BootstrapExecutorCondition","24 B (0%)","1 (0%)"
"org.hibernate.event.spi.DirtyCheckEventListener[]","24 B (0%)","1 (0%)"
"org.springframework.data.domain.Sort$Direction[]","24 B (0%)","1 (0%)"
"org.hibernate.event.spi.PostInsertEventListener[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.ParameterLengthResolver[]","24 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.PreferredConstructorDiscoverer$Discoverers[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.attribute.FieldAttributeAppender$ForInstrumentedField","24 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.spi.SqlStatementLogger","24 B (0%)","1 (0%)"
"org.h2.store.fs.FilePathNioMemLZF","24 B (0%)","1 (0%)"
"org.h2.mvstore.tx.TransactionStore$ArrayType","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.Transformer$NoOp[]","24 B (0%)","1 (0%)"
"org.apache.tomcat.util.buf.CharsetCache$DummyCharset","24 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.web.configurers.SecurityContextConfigurer","24 B (0%)","1 (0%)"
"org.springframework.boot.web.server.WebServerFactoryCustomizerBeanPostProcessor","24 B (0%)","1 (0%)"
"org.hibernate.event.spi.LockEventListener[]","24 B (0%)","1 (0%)"
"org.attoparser.config.ParseConfiguration$ParsingMode[]","24 B (0%)","1 (0%)"
"org.springframework.core.ResolvableType$WildcardBounds$Kind[]","24 B (0%)","1 (0%)"
"org.hibernate.EntityMode[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.Implementation$Context$Default$Factory","24 B (0%)","1 (0%)"
"org.springframework.security.web.access.expression.ExpressionBasedFilterInvocationSecurityMetadataSource","24 B (0%)","1 (0%)"
"org.springframework.orm.jpa.vendor.SpringHibernateJpaPersistenceProvider","24 B (0%)","1 (0%)"
"org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory","24 B (0%)","1 (0%)"
"java.util.OptionalInt","24 B (0%)","1 (0%)"
"sun.util.cldr.CLDRTimeZoneNameProviderImpl","24 B (0%)","1 (0%)"
"org.springframework.beans.CachedIntrospectionResults","24 B (0%)","1 (0%)"
"org.springframework.validation.beanvalidation.LocalValidatorFactoryBean$1","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.FieldLocator$ForClassHierarchy$Factory[]","24 B (0%)","1 (0%)"
"net.bytebuddy.ClassFileVersion$VersionLocator$CreationAction","24 B (0%)","1 (0%)"
"com.zaxxer.hikari.pool.HikariPool$HouseKeeper","24 B (0%)","1 (0%)"
"org.springframework.core.OrderComparator$$Lambda$457.0x0000000800e4ac08","24 B (0%)","1 (0%)"
"org.apache.catalina.mapper.Mapper$MappedHost[]","24 B (0%)","1 (0%)"
"java.util.Collections$SynchronizedCollection","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaResultConverters$BlobToByteArrayConverter","24 B (0%)","1 (0%)"
"com.fasterxml.classmate.AnnotationConfiguration$StdConfiguration","24 B (0%)","1 (0%)"
"java.lang.invoke.MethodHandles$Lookup$ClassOption[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.Empty$Binder","24 B (0%)","1 (0%)"
"net.bytebuddy.description.type.TypeDescription$ForLoadedType$Dispatcher$CreationAction[]","24 B (0%)","1 (0%)"
"org.springframework.security.web.authentication.session.ChangeSessionIdAuthenticationStrategy","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.OffsetDateTimeJavaDescriptor","24 B (0%)","1 (0%)"
"jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent","24 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.QueryExecutionResultHandler$ReturnTypeDescriptor","24 B (0%)","1 (0%)"
"sun.nio.cs.UTF_16BE","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.TypeResolutionStrategy$Passive","24 B (0%)","1 (0%)"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Eviction$2","24 B (0%)","1 (0%)"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Eviction$1","24 B (0%)","1 (0%)"
"org.hibernate.internal.util.collections.BoundedConcurrentHashMap$Eviction$3","24 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MXBeanLookup","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.validation.ValidatorAdapter","24 B (0%)","1 (0%)"
"com.zaxxer.hikari.util.DriverDataSource","24 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.StandardTypeLocator","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.MethodGraph$Compiler$Default$Harmonizer$ForJavaMethod[]","24 B (0%)","1 (0%)"
"org.springframework.boot.env.RandomValuePropertySource","24 B (0%)","1 (0%)"
"org.hibernate.event.spi.MergeEventListener[]","24 B (0%)","1 (0%)"
"org.thymeleaf.standard.processor.StandardConditionalCommentProcessor","24 B (0%)","1 (0%)"
"java.net.InterfaceAddress[]","24 B (0%)","1 (0%)"
"org.springframework.data.projection.ProxyProjectionFactory$PropertyAccessingMethodInvokerFactory","24 B (0%)","1 (0%)"
"java.security.Policy$UnsupportedEmptyCollection","24 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.util.LiteralProcessor$DecimalLiteralFormat$1","24 B (0%)","1 (0%)"
"org.apache.tomcat.util.collections.ConcurrentCache","24 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.util.LiteralProcessor$DecimalLiteralFormat$2","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.AllArguments$Binder","24 B (0%)","1 (0%)"
"org.hibernate.tool.schema.JdbcMetadaAccessStrategy[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.BindingPriority$Resolver[]","24 B (0%)","1 (0%)"
"org.apache.tomcat.websocket.WsExtension","24 B (0%)","1 (0%)"
"org.hibernate.dialect.function.AvgWithArgumentCastFunction","24 B (0%)","1 (0%)"
"sun.management.ManagementFactoryHelper$LoggingMXBeanAccess","24 B (0%)","1 (0%)"
"org.springframework.beans.propertyeditors.LocaleEditor","24 B (0%)","1 (0%)"
"org.springframework.beans.TypeConverterDelegate","24 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultDeleteEventListener","24 B (0%)","1 (0%)"
"org.springframework.validation.DefaultMessageCodesResolver$Format$1","24 B (0%)","1 (0%)"
"org.springframework.validation.DefaultMessageCodesResolver$Format$2","24 B (0%)","1 (0%)"
"org.thymeleaf.engine.TemplateStart","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.LoadedTypeInitializer$NoOp[]","24 B (0%)","1 (0%)"
"net.bytebuddy.pool.TypePool$CacheProvider$NoOp","24 B (0%)","1 (0%)"
"java.lang.ProcessHandleImpl$$Lambda$1023.0x00000008012f8500","24 B (0%)","1 (0%)"
"org.springframework.beans.factory.annotation.InjectionMetadata$1","24 B (0%)","1 (0%)"
"sun.nio.cs.UTF_16LE","24 B (0%)","1 (0%)"
"org.hibernate.event.spi.PreInsertEventListener[]","24 B (0%)","1 (0%)"
"org.springframework.security.web.header.writers.frameoptions.XFrameOptionsHeaderWriter","24 B (0%)","1 (0%)"
"org.springframework.aop.aspectj.annotation.ReflectiveAspectJAdvisorFactory","24 B (0%)","1 (0%)"
"sun.management.VMManagementImpl","24 B (0%)","1 (0%)"
"org.apache.tomcat.util.buf.UEncoder$SafeCharsSet[]","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.QueryParameterSetterFactory$BasicQueryParameterSetterFactory$$Lambda$994.0x00000008012ca850","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.member.MethodVariableAccess$MethodLoading$TypeCastingHandler$NoOp","24 B (0%)","1 (0%)"
"org.h2.mvstore.Page$PageReference[]","24 B (0%)","1 (0%)"
"ch.qos.logback.classic.BasicConfigurator","24 B (0%)","1 (0%)"
"java.util.concurrent.SynchronousQueue$TransferQueue","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.subclass.ConstructorStrategy$Default$5","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.subclass.ConstructorStrategy$Default$4","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.subclass.ConstructorStrategy$Default$1","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.subclass.ConstructorStrategy$Default$3","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.subclass.ConstructorStrategy$Default$2","24 B (0%)","1 (0%)"
"org.springframework.scheduling.annotation.AsyncResult","24 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.BeanWrapperPropertyAccessorFactory","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.StubValue$Binder[]","24 B (0%)","1 (0%)"
"org.springframework.core.annotation.IntrospectionFailureLogger[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.StubValue$Binder","24 B (0%)","1 (0%)"
"org.hibernate.cache.internal.DisabledCaching","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.StoredProcedureAttributeSource[]","24 B (0%)","1 (0%)"
"net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$NoOp[]","24 B (0%)","1 (0%)"
"java.time.temporal.IsoFields$Field$1","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.AutoConfigurationPackages$BasePackages","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafProperties$Servlet","24 B (0%)","1 (0%)"
"java.time.temporal.IsoFields$Field$2","24 B (0%)","1 (0%)"
"java.time.temporal.IsoFields$Field$3","24 B (0%)","1 (0%)"
"java.time.temporal.IsoFields$Field$4","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.FieldValue$Binder[]","24 B (0%)","1 (0%)"
"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonThymeleafISO8601DateFormat","24 B (0%)","1 (0%)"
"java.time.Clock$SystemClock","24 B (0%)","1 (0%)"
"org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$MaxFunction","24 B (0%)","1 (0%)"
"net.bytebuddy.matcher.ElementMatcher$Junction$Disjunction","24 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.web.builders.WebSecurity$IgnoredRequestConfigurer","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.VisibilityBridgeStrategy$Default$1","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.VisibilityBridgeStrategy$Default$2","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.VisibilityBridgeStrategy$Default$3","24 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.groups.Sequence","24 B (0%)","1 (0%)"
"net.bytebuddy.description.method.ParameterDescription$ForLoadedParameter$Dispatcher$CreationAction","24 B (0%)","1 (0%)"
"org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$CountFunction","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration$NotReactiveWebApplicationCondition","24 B (0%)","1 (0%)"
"java.lang.ProcessEnvironment$StringEnvironment","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor","24 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.EventPublishingRepositoryProxyPostProcessor$EventPublishingMethod","24 B (0%)","1 (0%)"
"org.springframework.web.context.support.ServletContextResource","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.task.TaskExecutionProperties","24 B (0%)","1 (0%)"
"org.hibernate.jpa.internal.PersistenceUnitUtilImpl","24 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.web.configurers.ServletApiConfigurer","24 B (0%)","1 (0%)"
"org.thymeleaf.DialectSetConfiguration$AggregateExpressionObjectFactory","24 B (0%)","1 (0%)"
"org.hibernate.cfg.Settings","24 B (0%)","1 (0%)"
"org.springframework.security.web.util.matcher.AntPathRequestMatcher$SubpathMatcher","24 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.web.configurers.HeadersConfigurer$ContentSecurityPolicyConfig","24 B (0%)","1 (0%)"
"org.springframework.dao.annotation.PersistenceExceptionTranslationAdvisor","24 B (0%)","1 (0%)"
"sun.util.locale.provider.NumberFormatProviderImpl","24 B (0%)","1 (0%)"
"org.springframework.core.type.classreading.CachingMetadataReaderFactory","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.member.FieldAccess[]","24 B (0%)","1 (0%)"
"sun.nio.ch.NativeThreadSet","24 B (0%)","1 (0%)"
"sun.net.sdp.SdpProvider","24 B (0%)","1 (0%)"
"org.springframework.web.context.support.ServletContextScope","24 B (0%)","1 (0%)"
"org.hibernate.type.TypeFactory","24 B (0%)","1 (0%)"
"org.hibernate.boot.registry.classloading.internal.ClassLoaderServiceImpl","24 B (0%)","1 (0%)"
"org.springframework.cglib.core.MethodWrapper$MethodWrapperKey$$KeyFactoryByCGLIB$$552be97a","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ResourceProperties$Cache","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.DefaultCall$Binder","24 B (0%)","1 (0%)"
